Year,Fire Number,Fire Centre,Latitude,Longitude,Geographic,Discovery Date,Size (ha)
2017,N41369 (2017),Southeast,51 27.290,117 58.519,3.4 km West of Sorcerer Mtn.- Modified R...,"July 26, 2017",508.0
2017,N71382 (2017),Southeast,49 31.741,117 01.723,Harrop Creek,"July 27, 2017",3117.0
2017,N71392 (2017),Southeast,50 36.292,117 13.644,Healy Creek - Modified Response,"July 27, 2017",1070.0
2017,N21451 (2017),Southeast,50 00.989,115 45.171,Island Pond,"July 30, 2017",1032.5
2017,N71445 (2017),Southeast,49 55.280,116 39.640,Campbell Creek - Modified Response,"July 30, 2017",40.0
2017,N51470 (2017),Southeast,50 59.707,117 32.684,Battle Mtn - Modified Response,"July 31, 2017",310.3
2017,N21628 (2017),Southeast,50 12.778,115 20.825,White River- Modified Response,"August 8, 2017",26399.0
2017,N51634 (2017),Southeast,49 01.604,117 20.988,McCormick Creek,"August 8, 2017",410.0
2017,N61615 (2017),Southeast,49 32.520,118 31.342,Bluejoint - Modified Response,"August 8, 2017",2500.0
2017,N51651 (2017),Southeast,49 00.786,118 01.621,10 km E of Laurier,"August 9, 2017",6.7
2017,N11664 (2017),Southeast,49 52.288,115 19.140,Quinn Creek,"August 10, 2017",11763.7
2017,N11676 (2017),Southeast,49 49.795,116 15.100,White Creek- Monitor,"August 11, 2017",322.0
2017,N51683 (2017),Southeast,50 00.588,117 42.136,Caribou Creek,"August 11, 2017",39.5
2017,N51708 (2017),Southeast,50 16.651,117 34.592,Hamling Lake - Modified Response,"August 12, 2017",71.0
2017,N71691 (2017),Southeast,49 37.389,117 10.290,Morley Creek,"August 12, 2017",80.0
2017,N41779 (2017),Southeast,51 52.944,117 55.977,Windy Creek - Modified Response,"August 18, 2017",213.0
2017,N41871 (2017),Southeast,51 28.914,118 13.734,N of Standard Peak- Modified Response,"August 24, 2017",151.0
2017,N51862 (2017),Southeast,50 52.316,117 35.216,Ruby Silver Creek-Modified Response,"August 24, 2017",37.6
2017,N11844 (2017),Southeast,49 00.000,115 22.000,Linklater Creek,"August 28, 2017",1285.4
2017,N11927 (2017),Southeast,49 18.999,115 52.700,Lamb Creek,"August 28, 2017",2215.0
2017,N21945 (2017),Southeast,50 33.312,115 19.949,Mount King George-Monitor,"August 29, 2017",203.0
2017,N11971 (2017),Southeast,49 17.000,114 45.980,Lodgepole FSR,"August 31, 2017",1751.0
2017,N11976 (2017),Southeast,49 13.173,114 56.356,Soowa Mountain,"August 31, 2017",5800.0
2017,N11978 (2017),Southeast,49 22.229,114 35.769,Centre Mountain - Modified Response,"August 31, 2017",270.0
2017,N11984 (2017),Southeast,49 00.262,114 24.696,Elder Creek,"August 31, 2017",903.1
2017,N71981 (2017),Southeast,49 25.654,116 22.812,Kuttat Creek,"August 31, 2017",20.0
2017,N11966 (2017),Southeast,49 03.584,114 18.149,Kenow Mountain,"September 1, 2017",15448.8
2017,N11999 (2017),Southeast,49 37.324,115 42.039,St. Mary's River,"September 1, 2017",398.0
2017,N22003 (2017),Southeast,50 20.706,115 35.956,White-Moscow Creek,"September 1, 2017",61.3
2017,N12018 (2017),Southeast,49 05.652,114 42.177,Cabin Creek-Modified Response,"September 2, 2017",98.0
2017,N12247 (2017),Southeast,49 36.859,116 10.672,St. Mary Lake Road,"October 6, 2017",6.3
